Moyenne_Generale,Note_Maths,Note_Physique,Note_Francais,Filiere_Bac,Recommendation
12.26,16.35,19.67,7.69,PC,ENSA / ENSAM
10.47,13.54,13.39,11.59,SM-A,ENSA / ENSAM
19.51,11.1,9.66,13.66,Eco-Gestion,ENCG
12.47,12.11,8.83,6.47,Eco-Gestion,ENCG
13.37,9.02,9.35,12.26,Eco-Gestion,ENCG
14.65,8.61,9.53,9.61,Eco-Gestion,ENCG
13.13,11.62,7.78,10.45,Eco-Gestion,ENCG
18.09,13.38,14.69,10.4,SM-A,ENSA / ENSAM
11.13,14.72,12.22,12.79,SVT,FST
13.58,9.61,12.14,15.07,SVT,FST
10.77,16.29,18.21,14.38,SM-A,ENSA / ENSAM
10.0,14.74,11.4,15.03,SVT,Faculté (Licence Fondamentale)
11.16,12.41,15.08,14.05,PC,FST
12.89,14.68,17.02,16.3,PC,ENSA / ENSAM
11.71,13.15,13.05,13.69,SM-A,ENSA / ENSAM
10.92,12.55,20.0,14.55,PC,Faculté (Licence Fondamentale)
10.0,15.84,13.97,11.56,SM-A,ENSA / ENSAM
12.75,14.06,16.22,11.63,PC,ENSA / ENSAM
10.0,15.45,17.69,17.15,SM-B,ENSA / ENSAM
15.28,16.5,12.32,14.62,SM-A,CPGE (Prépas)
13.25,16.66,15.11,15.2,Eco-Gestion,ENSA / ENSAM
10.0,16.84,16.11,14.88,PC,ENSA / ENSAM
12.07,14.64,15.58,16.99,SM-B,ENSA / ENSAM
10.74,14.82,13.28,13.29,SM-A,ENSA / ENSAM
13.96,13.55,17.3,11.64,PC,ENSA / ENSAM
17.02,17.16,7.13,16.76,Eco-Gestion,CPGE (Prépas)
10.0,12.47,12.41,13.71,PC,Faculté (Licence Fondamentale)
13.35,15.49,12.78,7.96,SM-B,FST
12.52,11.97,13.93,14.75,SVT,FST
15.01,12.17,12.44,12.92,SVT,FST
13.64,13.14,12.16,12.39,SM-B,FST
10.74,15.68,16.7,15.27,SM-B,ENSA / ENSAM
12.04,17.21,14.44,8.86,SM-A,ENSA / ENSAM
10.61,13.24,12.58,5.83,SVT,Faculté (Licence Fondamentale)
16.23,14.33,13.62,13.36,SM-A,ENSA / ENSAM
13.06,12.39,15.92,12.37,PC,FST
18.7,15.68,13.57,11.08,SM-B,CPGE (Prépas)
12.82,13.84,15.76,14.71,SM-A,ENSA / ENSAM
10.87,14.46,18.04,12.06,SM-B,ENSA / ENSAM
10.0,19.06,13.72,6.92,SM-A,ENSA / ENSAM
10.0,14.8,16.5,13.1,PC,ENSA / ENSAM
10.0,12.72,15.93,11.47,PC,Faculté (Licence Fondamentale)
13.8,11.09,13.52,13.55,Eco-Gestion,ENCG
14.53,13.83,10.3,11.97,SVT,FST
10.0,8.54,9.89,3.04,Eco-Gestion,Faculté (Licence Fondamentale)
15.69,10.23,10.75,14.69,SVT,FST
11.55,13.46,16.7,6.46,PC,ENSA / ENSAM
13.44,15.89,11.64,9.38,SM-A,FST
17.84,15.63,17.55,14.11,SM-B,Medecine / Pharmacie
15.69,14.04,15.96,10.86,PC,ENSA / ENSAM
12.19,12.91,16.85,8.84,PC,FST
10.33,17.19,14.22,15.48,SM-A,ENSA / ENSAM
10.0,15.92,12.65,11.26,PC,Faculté (Licence Fondamentale)
10.84,12.29,12.37,9.9,PC,Faculté (Licence Fondamentale)
12.37,20.0,16.22,18.75,SM-A,ENSA / ENSAM
10.04,15.66,14.52,11.85,PC,ENSA / ENSAM
12.61,13.77,12.31,11.27,SVT,FST
13.23,7.47,20.0,12.58,SVT,FST
12.33,11.02,11.34,12.27,SVT,FST
11.05,12.37,14.86,12.63,SVT,FST
13.51,11.67,15.68,11.61,PC,FST
14.33,18.85,17.34,13.32,SM-B,CPGE (Prépas)
10.0,8.16,7.32,13.05,SVT,Faculté (Licence Fondamentale)
17.23,13.01,9.88,11.56,SVT,FST
12.7,12.81,15.95,5.85,PC,FST
13.06,8.7,9.12,16.62,Eco-Gestion,ENCG
15.12,12.37,16.36,13.68,PC,FST
13.7,18.6,17.53,12.83,SM-A,ENSA / ENSAM
15.86,10.57,9.01,12.28,SVT,FST
13.86,15.13,16.11,14.26,SM-A,ENSA / ENSAM
11.16,13.78,14.78,18.59,SVT,ENSA / ENSAM
14.08,12.37,14.3,11.95,Eco-Gestion,ENCG
10.0,18.37,17.12,16.03,SM-B,ENSA / ENSAM
13.33,12.28,8.99,8.82,Eco-Gestion,ENCG
12.9,13.92,19.07,12.07,PC,ENSA / ENSAM
12.38,15.57,17.69,12.15,PC,ENSA / ENSAM
12.61,18.63,9.18,9.33,SM-A,FST
10.0,14.17,13.36,14.01,SM-A,ENSA / ENSAM
11.35,14.58,16.79,14.79,PC,ENSA / ENSAM
13.28,12.1,13.56,14.19,PC,FST
13.48,12.74,12.86,15.91,PC,FST
10.0,16.19,15.67,13.56,SVT,ENSA / ENSAM
16.8,13.88,15.11,11.08,Eco-Gestion,ENSA / ENSAM
10.4,15.33,11.83,15.74,SVT,Faculté (Licence Fondamentale)
15.91,16.37,17.59,13.67,SM-B,CPGE (Prépas)
14.28,7.55,15.36,10.16,SVT,FST
11.06,16.51,15.82,16.53,PC,ENSA / ENSAM
18.33,15.4,12.29,14.53,SVT,CPGE (Prépas)
10.0,16.85,10.97,13.35,SM-A,Faculté (Licence Fondamentale)
15.76,11.77,16.34,9.57,PC,FST
16.0,8.45,15.81,16.21,Eco-Gestion,ENCG
10.99,11.99,11.55,12.26,SVT,Faculté (Licence Fondamentale)
17.18,15.14,14.65,15.98,PC,CPGE (Prépas)
12.25,15.49,14.16,13.07,SM-A,ENSA / ENSAM
13.87,14.82,15.66,11.39,SM-A,ENSA / ENSAM
13.78,13.41,14.65,10.84,SVT,ENSA / ENSAM
12.6,13.74,16.92,11.69,PC,ENSA / ENSAM
15.43,13.39,12.67,16.25,Eco-Gestion,ENCG
15.38,14.79,13.11,12.08,SM-B,ENSA / ENSAM
10.0,14.06,16.13,9.51,SM-A,ENSA / ENSAM
16.91,20.0,17.59,13.04,SM-B,Medecine / Pharmacie
10.0,14.6,6.09,20.0,Eco-Gestion,Faculté (Licence Fondamentale)
16.1,10.23,10.64,7.43,SVT,FST
16.38,16.97,12.79,13.3,SM-A,CPGE (Prépas)
10.0,14.91,12.84,10.59,SM-B,Faculté (Licence Fondamentale)
11.77,16.45,12.44,10.75,SM-A,FST
10.0,17.33,20.0,14.43,SM-B,ENSA / ENSAM
12.36,12.17,15.27,13.09,PC,FST
12.08,13.3,17.81,13.65,PC,ENSA / ENSAM
15.34,14.72,10.06,16.98,SVT,FST
16.93,11.5,8.09,19.53,Eco-Gestion,ENCG
17.19,12.35,13.52,11.12,SM-A,FST
11.31,19.52,16.42,17.48,Eco-Gestion,ENSA / ENSAM
12.37,15.34,19.85,14.11,SM-B,ENSA / ENSAM
10.0,14.93,11.54,12.85,SVT,Faculté (Licence Fondamentale)
10.58,13.5,15.58,14.83,PC,ENSA / ENSAM
15.89,14.73,15.94,17.53,PC,ENSA / ENSAM
17.85,3.1,12.53,15.15,SVT,FST
10.0,18.29,14.87,13.62,SM-A,ENSA / ENSAM
11.22,14.96,15.47,12.1,Eco-Gestion,ENSA / ENSAM
12.92,16.53,18.36,6.63,SM-B,ENSA / ENSAM
13.84,9.93,15.4,16.28,Eco-Gestion,ENCG
10.57,15.04,15.1,10.35,PC,ENSA / ENSAM
14.27,10.23,15.64,11.11,SVT,FST
11.58,14.2,14.49,15.53,PC,ENSA / ENSAM
12.96,12.92,15.8,7.95,PC,FST
14.64,12.77,15.02,9.02,SM-B,FST
13.02,20.0,10.88,10.6,SM-A,FST
11.69,16.03,14.27,9.69,SM-A,ENSA / ENSAM
12.67,14.08,13.02,12.14,SM-B,ENSA / ENSAM
12.73,17.86,11.23,16.55,SVT,FST
11.89,13.52,14.34,4.6,Eco-Gestion,ENSA / ENSAM
12.22,11.09,14.92,11.28,SVT,FST
17.8,17.29,15.45,11.59,Eco-Gestion,Medecine / Pharmacie
14.68,14.99,12.97,11.11,SM-A,FST
12.11,11.53,16.86,8.63,PC,FST
15.09,15.21,17.26,8.02,PC,CPGE (Prépas)
12.0,16.65,12.54,15.25,SVT,FST
16.52,14.48,16.24,16.38,SM-B,ENSA / ENSAM
14.11,11.7,17.01,13.13,Eco-Gestion,ENCG
12.68,16.28,16.59,14.76,PC,ENSA / ENSAM
14.34,6.99,12.11,10.8,SVT,FST
10.0,14.31,18.49,12.36,SM-B,ENSA / ENSAM
10.0,13.99,14.28,9.1,SM-A,ENSA / ENSAM
10.0,18.87,13.61,14.59,SM-B,ENSA / ENSAM
13.43,18.71,14.0,14.6,SM-A,ENSA / ENSAM
18.2,8.91,18.34,15.81,SVT,FST
19.69,15.61,13.45,12.66,SM-B,CPGE (Prépas)
14.91,10.98,16.86,9.32,SVT,FST
14.5,16.27,14.96,12.65,SM-A,CPGE (Prépas)
10.0,13.78,15.77,15.62,PC,ENSA / ENSAM
11.37,15.22,16.84,3.9,PC,ENSA / ENSAM
10.64,16.6,11.69,14.94,SM-A,Faculté (Licence Fondamentale)
11.14,16.42,8.22,12.21,Eco-Gestion,FST
12.5,10.2,14.71,13.29,Eco-Gestion,ENCG
11.58,17.46,16.83,13.73,PC,ENSA / ENSAM
10.0,14.14,17.64,7.79,PC,ENSA / ENSAM
15.24,16.17,14.86,15.18,SM-B,CPGE (Prépas)
10.0,15.62,12.92,13.02,SM-B,Faculté (Licence Fondamentale)
13.72,11.83,12.15,15.18,PC,FST
19.22,13.74,12.4,16.91,Eco-Gestion,ENCG
10.24,14.67,12.14,12.79,SM-B,Faculté (Licence Fondamentale)
10.0,15.3,13.32,12.76,SM-A,ENSA / ENSAM
12.14,14.78,11.33,11.68,SM-B,FST
16.3,13.73,15.46,11.03,SM-B,ENSA / ENSAM
18.88,18.22,18.21,15.04,SM-B,Medecine / Pharmacie
10.0,7.35,15.52,17.73,SVT,Faculté (Licence Fondamentale)
14.49,16.04,17.65,11.34,SM-A,CPGE (Prépas)
11.6,10.27,14.48,18.19,PC,FST
12.68,7.53,11.0,13.1,Eco-Gestion,ENCG
20.0,10.46,9.67,13.22,Eco-Gestion,ENCG
10.0,12.88,13.16,13.65,PC,Faculté (Licence Fondamentale)
13.76,15.22,13.61,10.57,SVT,ENSA / ENSAM
14.4,8.25,10.15,17.7,Eco-Gestion,ENCG
16.26,17.29,16.41,15.67,SM-B,Medecine / Pharmacie
13.29,13.26,11.36,14.99,Eco-Gestion,ENCG
13.92,14.91,12.17,15.17,SM-A,FST
11.83,18.48,12.76,15.47,SM-A,FST
13.81,17.36,16.0,10.55,PC,ENSA / ENSAM
11.97,12.37,9.35,11.15,SVT,FST
14.86,13.3,6.19,8.67,SVT,FST
11.89,12.06,10.93,14.03,Eco-Gestion,FST
14.13,17.63,11.31,14.79,SVT,CPGE (Prépas)
12.91,9.07,13.3,11.42,SVT,FST
16.38,12.21,10.67,16.1,Eco-Gestion,ENCG
12.85,13.38,10.43,12.36,SM-A,FST
10.0,16.94,15.3,16.7,SM-B,ENSA / ENSAM
16.79,14.87,14.87,6.02,PC,ENSA / ENSAM
10.28,15.53,17.06,11.82,SM-A,ENSA / ENSAM
11.04,12.08,12.26,9.95,SVT,FST
11.21,13.87,15.91,12.48,SVT,ENSA / ENSAM
17.12,8.61,10.8,6.33,Eco-Gestion,ENCG
10.0,14.67,16.9,18.03,PC,ENSA / ENSAM
20.0,15.61,15.82,10.42,SM-B,CPGE (Prépas)
16.17,10.93,6.42,12.42,Eco-Gestion,ENCG
13.67,11.08,11.9,11.13,Eco-Gestion,ENCG
12.84,16.17,14.33,12.01,SM-B,ENSA / ENSAM
13.86,16.16,15.08,15.28,SM-B,ENSA / ENSAM
14.56,11.64,9.95,12.46,SVT,FST
14.94,9.86,9.92,19.09,Eco-Gestion,ENCG
14.67,14.17,14.44,11.84,SM-A,ENSA / ENSAM
13.27,15.51,14.34,13.84,SM-A,ENSA / ENSAM
12.41,6.87,14.11,14.9,Eco-Gestion,ENCG
12.55,13.51,10.46,10.07,SM-B,FST
12.42,13.51,20.0,14.63,PC,ENSA / ENSAM
16.4,12.38,13.62,12.84,SM-B,FST
14.78,16.51,12.37,12.6,SM-B,CPGE (Prépas)
10.0,12.56,13.79,13.78,PC,Faculté (Licence Fondamentale)
14.97,17.55,16.68,14.72,SM-B,CPGE (Prépas)
13.58,13.01,17.43,13.93,PC,ENSA / ENSAM
12.94,12.4,9.16,11.51,Eco-Gestion,ENCG
11.83,14.15,20.0,13.9,PC,ENSA / ENSAM
16.37,14.78,13.34,11.52,SM-A,ENSA / ENSAM
15.84,18.35,15.2,15.72,PC,CPGE (Prépas)
10.68,15.25,15.52,15.38,SM-B,ENSA / ENSAM
14.22,10.28,9.08,17.98,Eco-Gestion,ENCG
10.09,15.97,17.58,15.36,PC,ENSA / ENSAM
10.0,16.92,19.04,13.13,SM-B,ENSA / ENSAM
11.12,15.15,13.1,10.53,PC,ENSA / ENSAM
15.59,8.4,14.82,5.34,Eco-Gestion,ENCG
15.86,10.79,2.02,10.51,Eco-Gestion,ENCG
14.54,15.02,17.77,14.19,SM-A,CPGE (Prépas)
15.18,9.5,14.2,13.05,Eco-Gestion,ENCG
14.55,16.08,12.59,10.03,SM-B,CPGE (Prépas)
11.08,9.52,11.14,13.23,Eco-Gestion,FST
14.3,16.63,12.16,4.88,Eco-Gestion,CPGE (Prépas)
15.4,16.53,12.1,10.1,SM-B,CPGE (Prépas)
15.26,14.38,13.67,8.87,SM-B,ENSA / ENSAM
16.57,12.61,6.77,14.07,Eco-Gestion,ENCG
15.12,18.71,7.01,12.15,Eco-Gestion,CPGE (Prépas)
14.05,8.95,15.4,14.93,PC,FST
16.21,14.16,11.23,15.67,Eco-Gestion,ENCG
12.92,20.0,18.42,11.43,SM-A,ENSA / ENSAM
10.35,13.1,14.19,10.16,SM-A,ENSA / ENSAM
12.51,16.9,12.64,12.78,SM-A,FST
10.77,17.68,14.8,10.16,SM-A,ENSA / ENSAM
10.97,15.52,5.36,12.02,Eco-Gestion,Faculté (Licence Fondamentale)
12.57,13.92,16.03,13.54,PC,ENSA / ENSAM
10.62,17.22,14.93,11.9,SM-B,ENSA / ENSAM
12.08,10.78,9.17,15.36,Eco-Gestion,ENCG
10.0,10.06,13.54,13.06,SVT,Faculté (Licence Fondamentale)
13.64,10.44,12.86,10.82,Eco-Gestion,ENCG
13.0,17.28,15.43,11.21,SM-A,ENSA / ENSAM
10.55,13.59,12.64,16.47,SVT,Faculté (Licence Fondamentale)
14.98,14.9,12.47,9.62,Eco-Gestion,ENCG
15.81,18.9,13.19,15.85,PC,CPGE (Prépas)
10.0,14.86,13.65,12.63,PC,ENSA / ENSAM
10.71,11.76,14.92,10.86,SVT,Faculté (Licence Fondamentale)
10.69,15.48,10.33,18.2,SM-B,Faculté (Licence Fondamentale)
10.18,8.79,11.98,12.7,SVT,Faculté (Licence Fondamentale)
15.49,13.8,17.62,18.01,PC,ENSA / ENSAM
12.42,12.75,12.97,13.99,SVT,FST
12.21,18.04,14.07,16.23,SM-A,ENSA / ENSAM
10.0,18.22,17.17,11.02,SM-A,ENSA / ENSAM
14.91,15.66,15.48,8.89,SM-B,CPGE (Prépas)
10.0,16.78,10.96,13.85,SVT,Faculté (Licence Fondamentale)
13.18,10.27,7.02,11.19,SVT,FST
13.83,12.66,13.02,13.49,SVT,FST
17.08,13.04,9.99,14.49,SVT,FST
10.0,18.97,16.41,15.43,SM-B,ENSA / ENSAM
10.0,14.59,12.99,9.87,PC,Faculté (Licence Fondamentale)
13.55,13.36,10.97,14.32,Eco-Gestion,ENCG
18.4,19.35,16.45,16.78,SM-B,Medecine / Pharmacie
16.72,14.19,14.39,12.83,PC,ENSA / ENSAM
13.63,12.39,19.12,15.37,PC,FST
11.53,15.04,18.47,6.94,PC,ENSA / ENSAM
15.42,13.76,7.07,12.98,SVT,FST
10.08,15.38,16.32,13.68,SM-B,ENSA / ENSAM
14.43,16.69,14.8,15.13,PC,CPGE (Prépas)
14.52,12.49,6.09,10.24,Eco-Gestion,ENCG
16.18,11.55,14.34,14.39,Eco-Gestion,ENCG
20.0,13.66,14.72,19.05,SM-A,ENSA / ENSAM
14.18,14.22,15.35,14.48,PC,ENSA / ENSAM
11.47,17.53,14.09,14.51,SM-B,ENSA / ENSAM
12.92,11.01,13.16,13.51,SVT,FST
10.0,16.96,13.48,10.54,SM-A,ENSA / ENSAM
10.92,15.89,15.84,13.86,PC,ENSA / ENSAM
11.77,11.08,13.7,11.18,SVT,FST
11.43,15.73,16.57,16.52,SM-B,ENSA / ENSAM
13.46,14.95,18.92,13.94,SM-B,ENSA / ENSAM
10.53,13.91,15.74,11.85,SM-A,ENSA / ENSAM
16.36,16.87,14.91,13.22,SM-A,CPGE (Prépas)
13.0,12.18,17.98,9.53,PC,FST
12.97,8.67,12.1,17.81,SVT,FST
12.02,10.94,13.1,16.22,Eco-Gestion,ENCG
13.47,14.44,10.07,9.73,SVT,FST
15.48,11.58,14.47,16.53,SM-B,FST
10.4,13.75,16.4,10.15,SM-B,ENSA / ENSAM
11.03,14.21,17.42,11.02,PC,ENSA / ENSAM
12.09,12.51,9.75,15.12,Eco-Gestion,ENCG
10.0,14.47,16.11,17.68,PC,ENSA / ENSAM
10.54,17.32,13.62,12.74,SM-B,ENSA / ENSAM
11.57,15.85,15.16,20.0,SM-B,ENSA / ENSAM
15.62,13.11,4.89,11.37,SVT,FST
13.79,6.2,10.01,7.04,Eco-Gestion,ENCG
13.58,9.39,6.44,14.15,SVT,FST
15.55,12.0,11.91,12.69,SVT,FST
12.59,11.21,17.03,18.77,PC,FST
14.17,13.23,9.72,8.72,SVT,FST
12.69,14.18,15.91,16.22,SM-A,ENSA / ENSAM
13.8,16.52,16.6,15.12,SM-A,ENSA / ENSAM
11.25,13.52,9.02,13.52,SVT,FST
10.0,9.45,11.05,13.99,Eco-Gestion,Faculté (Licence Fondamentale)
12.6,17.04,7.07,14.44,SVT,FST
17.27,18.96,16.52,15.5,SM-B,Medecine / Pharmacie
15.78,17.18,17.6,9.74,SM-B,CPGE (Prépas)
15.9,7.84,10.98,6.52,Eco-Gestion,ENCG
16.71,16.46,18.44,11.7,PC,Medecine / Pharmacie
13.27,15.26,14.86,13.16,SM-A,ENSA / ENSAM
13.59,16.25,16.12,12.48,SM-A,ENSA / ENSAM
11.15,15.89,16.89,11.18,PC,ENSA / ENSAM
12.05,16.01,6.93,12.72,SVT,FST
14.85,14.9,8.83,13.93,Eco-Gestion,ENCG
16.61,13.63,8.42,12.78,SVT,FST
12.58,13.69,14.9,19.91,PC,ENSA / ENSAM
11.65,9.71,14.01,11.82,Eco-Gestion,FST
13.0,13.83,15.21,14.95,SM-A,ENSA / ENSAM
14.8,17.84,18.12,20.0,SM-A,CPGE (Prépas)
10.0,12.75,9.01,14.36,SVT,Faculté (Licence Fondamentale)
10.0,15.47,16.85,9.11,SM-B,ENSA / ENSAM
11.35,18.74,17.71,7.95,PC,ENSA / ENSAM
10.0,12.58,17.63,16.53,PC,Faculté (Licence Fondamentale)
11.48,8.18,13.14,7.16,SVT,FST
12.56,13.82,18.22,11.35,PC,ENSA / ENSAM
11.64,12.99,15.29,11.19,SM-A,FST
17.36,13.89,8.34,10.68,SVT,FST
13.98,11.96,15.34,12.52,SM-A,FST
13.9,8.43,11.58,16.08,Eco-Gestion,ENCG
14.87,11.35,11.8,13.82,Eco-Gestion,ENCG
10.0,13.59,19.11,11.59,SM-B,ENSA / ENSAM
16.12,15.31,17.54,12.58,PC,Medecine / Pharmacie
12.77,13.82,11.74,8.75,Eco-Gestion,ENCG
15.01,13.34,14.77,11.61,PC,ENSA / ENSAM
10.0,13.39,17.25,17.81,SM-A,ENSA / ENSAM
10.0,14.93,14.81,11.97,SVT,ENSA / ENSAM
15.45,10.09,8.66,14.93,Eco-Gestion,ENCG
14.13,12.68,10.77,16.89,SVT,FST
10.29,13.21,8.48,10.96,Eco-Gestion,Faculté (Licence Fondamentale)
10.39,15.36,18.08,14.66,PC,ENSA / ENSAM
16.38,17.69,15.91,14.32,Eco-Gestion,Medecine / Pharmacie
10.0,9.48,7.07,11.84,Eco-Gestion,Faculté (Licence Fondamentale)
17.93,17.51,18.65,14.25,SM-A,Medecine / Pharmacie
10.3,18.34,14.51,14.87,SM-B,ENSA / ENSAM
14.92,17.65,11.04,11.76,SM-A,CPGE (Prépas)
12.01,14.85,11.82,9.41,SVT,FST
14.81,9.14,15.27,12.79,PC,FST
11.37,12.23,16.29,14.52,PC,FST
12.51,14.01,3.93,9.06,Eco-Gestion,ENCG
13.12,13.39,17.14,14.47,PC,ENSA / ENSAM
10.0,16.94,14.23,12.02,SM-B,ENSA / ENSAM
15.22,14.54,16.54,10.24,SM-B,ENSA / ENSAM
11.46,14.55,11.62,12.86,Eco-Gestion,FST
12.31,10.03,6.93,11.06,Eco-Gestion,ENCG
10.02,11.01,3.89,12.41,SVT,Faculté (Licence Fondamentale)
10.0,14.77,12.7,11.51,Eco-Gestion,Faculté (Licence Fondamentale)
12.43,16.09,13.89,13.45,SM-A,ENSA / ENSAM
20.0,19.08,16.94,14.56,SM-A,Medecine / Pharmacie
15.35,15.01,16.5,7.94,SM-A,CPGE (Prépas)
12.94,15.5,16.17,15.22,SM-B,ENSA / ENSAM
12.21,15.34,16.59,12.41,PC,ENSA / ENSAM
13.07,13.61,8.14,10.47,SVT,FST
14.64,12.19,11.52,7.52,Eco-Gestion,ENCG
10.0,13.37,13.32,12.77,SVT,ENSA / ENSAM
16.34,20.0,13.63,11.92,SM-B,Medecine / Pharmacie
15.15,10.81,10.77,12.01,Eco-Gestion,ENCG
15.15,7.78,9.36,12.71,Eco-Gestion,ENCG
14.32,18.46,19.4,17.01,SM-B,CPGE (Prépas)
13.06,12.45,14.61,12.52,PC,FST
15.02,17.35,10.5,9.02,Eco-Gestion,CPGE (Prépas)
14.78,13.0,17.51,15.07,PC,FST
11.94,15.6,16.37,6.18,SM-B,ENSA / ENSAM
11.28,12.31,13.58,10.5,SVT,FST
13.31,9.49,5.4,17.77,Eco-Gestion,ENCG
17.65,12.56,16.48,14.81,PC,FST
10.0,16.54,10.54,11.38,Eco-Gestion,Faculté (Licence Fondamentale)
10.0,14.35,18.57,12.49,PC,ENSA / ENSAM
13.49,9.14,6.38,9.34,Eco-Gestion,ENCG
13.15,14.59,10.04,11.18,Eco-Gestion,ENCG
13.52,9.85,11.26,12.28,Eco-Gestion,ENCG
13.73,11.18,15.05,17.61,SVT,FST
12.33,7.17,11.98,10.67,Eco-Gestion,ENCG
17.47,13.5,16.62,12.36,PC,ENSA / ENSAM
10.0,12.69,13.02,13.88,SVT,Faculté (Licence Fondamentale)
10.51,14.71,13.74,8.68,SM-A,ENSA / ENSAM
12.69,12.29,19.92,10.62,PC,FST
10.0,11.61,16.64,12.67,PC,Faculté (Licence Fondamentale)
12.47,15.61,17.82,14.65,SM-A,ENSA / ENSAM
17.98,10.41,9.73,11.49,SVT,FST
13.06,14.62,10.08,7.62,Eco-Gestion,ENCG
13.69,13.9,12.93,19.55,PC,FST
10.0,14.07,14.68,13.77,SM-A,ENSA / ENSAM
11.15,11.13,10.13,14.27,Eco-Gestion,FST
11.87,16.58,13.3,17.44,SVT,ENSA / ENSAM
12.05,11.91,16.63,13.47,PC,FST
16.84,13.05,15.13,12.34,Eco-Gestion,ENSA / ENSAM
14.67,10.78,12.6,7.67,Eco-Gestion,ENCG
10.0,15.53,14.73,10.24,SM-B,ENSA / ENSAM
13.74,18.11,12.88,12.59,SM-A,FST
14.49,12.88,15.06,12.97,Eco-Gestion,ENCG
16.42,14.81,13.1,13.37,SVT,ENSA / ENSAM
17.74,13.82,12.13,13.32,SM-B,FST
10.0,10.37,13.76,15.24,Eco-Gestion,Faculté (Licence Fondamentale)
10.57,11.45,7.53,14.53,Eco-Gestion,Faculté (Licence Fondamentale)
10.0,8.95,8.72,10.06,SVT,Faculté (Licence Fondamentale)
12.3,15.72,17.34,12.98,SM-B,ENSA / ENSAM
14.4,15.11,11.95,14.66,SM-B,CPGE (Prépas)
15.96,14.44,15.24,11.94,SM-A,ENSA / ENSAM
12.77,14.51,10.53,12.82,Eco-Gestion,ENCG
12.04,16.97,19.21,15.67,SM-A,ENSA / ENSAM
13.46,15.82,15.01,11.43,SM-B,ENSA / ENSAM
10.49,14.1,13.89,10.68,SM-A,ENSA / ENSAM
19.27,13.96,7.79,17.0,SVT,FST
10.0,15.5,16.04,13.0,PC,ENSA / ENSAM
13.55,10.33,11.81,16.26,SVT,FST
19.07,14.59,11.93,15.11,SM-B,FST
13.02,12.97,7.64,10.8,SVT,FST
12.43,14.28,13.55,12.03,SM-B,ENSA / ENSAM
11.93,11.2,9.05,10.73,SVT,FST
12.46,11.31,11.5,12.05,Eco-Gestion,ENCG
17.12,15.48,12.52,8.23,Eco-Gestion,CPGE (Prépas)
10.0,13.57,12.82,11.7,SVT,Faculté (Licence Fondamentale)
17.6,13.01,15.02,12.98,SM-A,ENSA / ENSAM
10.0,13.76,12.1,12.74,SM-B,Faculté (Licence Fondamentale)
12.2,11.3,9.75,12.75,Eco-Gestion,ENCG
11.71,13.79,14.13,14.6,SM-B,ENSA / ENSAM
14.77,10.95,5.98,11.58,Eco-Gestion,ENCG
10.0,11.86,16.53,13.96,PC,Faculté (Licence Fondamentale)
14.39,7.02,13.28,9.66,SVT,FST
19.07,16.68,10.85,9.26,Eco-Gestion,CPGE (Prépas)
10.0,8.57,12.04,11.83,SVT,Faculté (Licence Fondamentale)
13.57,13.81,19.23,10.9,PC,ENSA / ENSAM
11.01,16.12,17.84,13.81,SM-B,ENSA / ENSAM
14.28,7.18,12.52,9.51,SVT,FST
13.06,16.22,8.53,20.0,Eco-Gestion,ENCG
11.08,16.93,14.41,13.06,PC,ENSA / ENSAM
14.46,14.26,13.35,14.33,Eco-Gestion,ENSA / ENSAM
18.41,16.5,15.75,11.9,PC,Medecine / Pharmacie
12.43,13.31,17.72,14.1,PC,ENSA / ENSAM
15.16,12.87,13.39,6.85,Eco-Gestion,ENCG
10.0,12.93,11.66,18.01,SVT,Faculté (Licence Fondamentale)
10.13,12.94,18.11,13.23,SM-B,Faculté (Licence Fondamentale)
14.42,16.98,18.35,14.68,SM-B,CPGE (Prépas)
17.45,14.8,16.48,11.55,PC,ENSA / ENSAM
14.07,11.91,8.85,12.87,Eco-Gestion,ENCG
12.06,9.33,16.86,12.63,PC,FST
13.0,15.33,15.44,8.7,SM-B,ENSA / ENSAM
10.0,17.86,15.79,12.56,PC,ENSA / ENSAM
14.81,12.07,16.05,17.16,PC,FST
15.65,18.07,16.71,14.64,SM-B,CPGE (Prépas)
11.64,10.92,6.65,12.4,SVT,FST
11.59,13.53,18.1,13.93,PC,ENSA / ENSAM
13.8,16.84,14.59,11.63,SVT,ENSA / ENSAM
11.69,10.41,18.77,17.08,PC,FST
12.8,7.9,15.53,14.15,Eco-Gestion,ENCG
19.3,14.32,19.23,17.03,PC,Medecine / Pharmacie
12.26,15.3,16.95,14.85,PC,ENSA / ENSAM
11.92,15.2,14.89,10.29,SM-A,ENSA / ENSAM
11.06,11.0,9.9,11.09,Eco-Gestion,FST
15.23,12.41,10.03,14.51,Eco-Gestion,ENCG
12.46,7.13,10.66,13.39,SVT,FST
11.05,11.07,10.48,8.24,SVT,FST
16.96,14.71,17.3,14.48,PC,Medecine / Pharmacie
17.26,18.08,15.4,14.44,SM-B,Medecine / Pharmacie
11.2,14.31,17.38,8.27,PC,ENSA / ENSAM
10.0,14.21,18.17,5.62,SM-A,ENSA / ENSAM
16.02,13.72,18.34,12.72,PC,Medecine / Pharmacie
10.95,15.19,15.26,11.94,SM-A,ENSA / ENSAM
15.37,14.06,14.63,16.33,PC,ENSA / ENSAM
